"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L47880","ManagedResource.java","enterprise/ha/src/test/java/org/neo4j/test/ManagedResource.java","L47879","2","0","42","1","0","1","1636","0"
"L82372","HACountsPropagationTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/HACountsPropagationTest.java","L82371","4","0","97","9","0","6","815","0"
"L82373","HaKernelDataTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/HaKernelDataTest.java","L82371","1","0","37","10","0","6","199","0"
"L82374","LabelIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/LabelIT.java","L82371","1","0","88","33","0","14","412","0"
"L184305","BackupHaIT.java","enterprise/ha/src/test/java/org/neo4j/ha/BackupHaIT.java","L184304","4","0","140","48","1","14","815","0"
"L184306","BeginTx.java","enterprise/ha/src/test/java/org/neo4j/ha/BeginTx.java","L184304","1","0","12","3","0","3","505","0"
"L184307","ClusterTransactionTest.java","enterprise/ha/src/test/java/org/neo4j/ha/ClusterTransactionTest.java","L184304","4","0","70","17","0","9","815","0"
"L184308","ConstraintsInHAIT.java","enterprise/ha/src/test/java/org/neo4j/ha/ConstraintsInHAIT.java","L184304","2","0","36","10","0","6","505","0"
"L184309","CreateEmptyDb.java","enterprise/ha/src/test/java/org/neo4j/ha/CreateEmptyDb.java","L184304","1","0","20","7","0","5","828","0"
"L184310","DefaultElectionCredentialsTest.java","enterprise/ha/src/test/java/org/neo4j/ha/DefaultElectionCredentialsTest.java","L184304","1","0","100","4","0","4","2319","0"
"L184311","FinishTx.java","enterprise/ha/src/test/java/org/neo4j/ha/FinishTx.java","L184304","2","0","22","5","0","5","815","0"
"L184312","ForeignStoreIdIT.java","enterprise/ha/src/test/java/org/neo4j/ha/ForeignStoreIdIT.java","L184304","7","0","125","19","0","11","815","0"
"L184313","HaCacheIT.java","enterprise/ha/src/test/java/org/neo4j/ha/HaCacheIT.java","L184304","8","0","102","6","0","3","5350","0"
"L184314","MultipleClusterTest.java","enterprise/ha/src/test/java/org/neo4j/ha/MultipleClusterTest.java","L184304","3","0","80","27","0","12","815","0"
"L184315","PullStormIT.java","enterprise/ha/src/test/java/org/neo4j/ha/PullStormIT.java","L184304","6","0","101","19","0","12","815","0"
"L184316","QuorumWritesIT.java","enterprise/ha/src/test/java/org/neo4j/ha/QuorumWritesIT.java","L184304","4","0","216","31","0","14","815","0"
"L184317","StartInstanceInAnotherJvm.java","enterprise/ha/src/test/java/org/neo4j/ha/StartInstanceInAnotherJvm.java","L184304","2","0","28","5","1","3","199","0"
"L184318","StartLocalHaDb.java","enterprise/ha/src/test/java/org/neo4j/ha/StartLocalHaDb.java","L184304","1","0","27","7","0","5","1296","0"
"L184319","TestBlockLogBuffer.java","enterprise/ha/src/test/java/org/neo4j/ha/TestBlockLogBuffer.java","L184304","7","0","276","11","0","5","5350","0"
"L184320","TestBranchedData.java","enterprise/ha/src/test/java/org/neo4j/ha/TestBranchedData.java","L184304","6","0","127","27","0","14","815","0"
"L184321","TestClientThreadIsolation.java","enterprise/ha/src/test/java/org/neo4j/ha/TestClientThreadIsolation.java","L184304","3","0","120","20","0","10","815","0"
"L184322","TestClusterClientPadding.java","enterprise/ha/src/test/java/org/neo4j/ha/TestClusterClientPadding.java","L184304","1","0","52","15","0","6","1296","0"
"L184323","TestClusterIndexDeletion.java","enterprise/ha/src/test/java/org/neo4j/ha/TestClusterIndexDeletion.java","L184304","1","0","56","11","1","6","5350","0"
"L184324","TestPullUpdates.java","enterprise/ha/src/test/java/org/neo4j/ha/TestPullUpdates.java","L184304","15","0","245","95","1","18","5350","0"
"L184325","TestPullUpdatesApplied.java","enterprise/ha/src/test/java/org/neo4j/ha/TestPullUpdatesApplied.java","L184304","10","0","184","71","1","16","815","0"
"L184326","TestSlaveOnlyCluster.java","enterprise/ha/src/test/java/org/neo4j/ha/TestSlaveOnlyCluster.java","L184304","4","0","116","72","0","13","199","0"
"L184327","TransactionConstraintsIT.java","enterprise/ha/src/test/java/org/neo4j/ha/TransactionConstraintsIT.java","L184304","13","0","405","59","0","16","505","0"
"L184328","UniquenessConstraintValidationHAIT.java","enterprise/ha/src/test/java/org/neo4j/ha/UniquenessConstraintValidationHAIT.java","L184304","1","0","152","12","0","10","505","0"
"L53382","ClusterManager.java","enterprise/ha/src/test/java/org/neo4j/test/ha/ClusterManager.java","L53381","60","0","936","165","1","21","505","0"
"L53383","ClusterMembersSnapshotTest.java","enterprise/ha/src/test/java/org/neo4j/test/ha/ClusterMembersSnapshotTest.java","L53381","3","0","132","4","0","2","815","0"
"L53384","ClusterRule.java","enterprise/ha/src/test/java/org/neo4j/test/ha/ClusterRule.java","L53381","5","0","105","26","0","12","505","0"
"L53385","ClusterTest.java","enterprise/ha/src/test/java/org/neo4j/test/ha/ClusterTest.java","L53381","7","0","284","62","0","15","5350","0"
"L53386","ReadOnlySlaveTest.java","enterprise/ha/src/test/java/org/neo4j/test/ha/ReadOnlySlaveTest.java","L53381","5","0","174","2","0","2","5350","0"
"L53387","RetryOnGcRule.java","enterprise/ha/src/test/java/org/neo4j/test/ha/RetryOnGcRule.java","L53381","7","0","79","3","0","1","505","0"
"L72121","TestHighlyAvailableGraphDatabaseFactory.java","enterprise/ha/src/test/java/org/neo4j/graphdb/factory/TestHighlyAvailableGraphDatabaseFactory.java","L72120","1","0","10","2","0","2","199","0"
"L82464","SchemaIndexHaIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/api/SchemaIndexHaIT.java","L82463","19","0","457","75","0","17","665","0"
"L82465","UniqueConstraintHaIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/api/UniqueConstraintHaIT.java","L82463","5","0","170","26","0","11","815","0"
"L147653","AbstractTokenCreatorTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/AbstractTokenCreatorTest.java","L147652","2","0","64","10","0","5","199","0"
"L147654","BiggerThanLogTxIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/BiggerThanLogTxIT.java","L147652","8","0","134","23","0","7","815","0"
"L147655","ClusterTopologyChangesIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/ClusterTopologyChangesIT.java","L147652","12","0","246","58","0","10","505","0"
"L147656","ConcurrentInstanceStartupIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/ConcurrentInstanceStartupIT.java","L147652","10","0","99","19","0","9","815","0"
"L147657","ConflictingServerIdIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/ConflictingServerIdIT.java","L147652","5","0","77","12","0","8","815","0"
"L147658","DelegateInvocationHandlerTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/DelegateInvocationHandlerTest.java","L147652","2","0","62","4","0","3","5350","0"
"L147659","DeletionTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/DeletionTest.java","L147652","2","0","65","24","0","13","815","0"
"L147660","EnterpriseConfigurationMigratorTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/EnterpriseConfigurationMigratorTest.java","L147652","1","0","41","22","0","9","412","0"
"L147661","HaCountsIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/HaCountsIT.java","L147652","5","0","187","4","0","2","412","0"
"L147662","HaLoggingIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/HaLoggingIT.java","L147652","3","0","53","19","0","8","412","0"
"L147663","HardKillIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/HardKillIT.java","L147652","9","0","169","37","0","16","815","0"
"L147664","MasterEpochTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/MasterEpochTest.java","L147652","2","0","58","13","0","5","665","0"
"L147665","OnDiskLastTxIdGetterTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/OnDiskLastTxIdGetterTest.java","L147652","1","0","27","17","0","8","2319","0"
"L147666","SlaveTransactionCommitProcessTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/SlaveTransactionCommitProcessTest.java","L147652","1","0","35","7","1","5","5350","0"
"L147667","SlaveUpgradeTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/SlaveUpgradeTest.java","L147652","2","0","33","6","0","4","199","0"
"L147668","TestBasicHaOperations.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/TestBasicHaOperations.java","L147652","3","0","128","39","1","12","5350","0"
"L147669","TestMasterCommittingAtSlave.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/TestMasterCommittingAtSlave.java","L147652","10","0","302","44","0","11","412","0"
"L147670","TxPushStrategyConfigIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/TxPushStrategyConfigIT.java","L147652","9","0","223","40","0","10","505","0"
"L147671","UniqueConstraintStressIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/UniqueConstraintStressIT.java","L147652","16","0","293","16","0","10","815","0"
"L147672","UpdatePullerTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/UpdatePullerTest.java","L147652","6","0","359","25","0","9","412","0"
"L147673","WhenToInitializeTransactionOnMasterFromSlaveIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/WhenToInitializeTransactionOnMasterFromSlaveIT.java","L147652","3","0","76","6","0","5","815","0"
"L154405","AutoIndexConfigIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/index/AutoIndexConfigIT.java","L154404","1","0","57","32","0","9","1296","0"
"L154406","IndexOperationsIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/index/IndexOperationsIT.java","L154404","7","0","188","27","0","13","815","0"
"L184408","ClusterAction.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/ClusterAction.java","L184407","1","0","5","2","0","1","2319","0"
"L184409","ClusterInstance.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/ClusterInstance.java","L184407","19","0","311","32","1","8","412","0"
"L184410","ClusterState.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/ClusterState.java","L184407","19","0","164","8","0","4","412","0"
"L184411","GraphVizExporter.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/GraphVizExporter.java","L184407","4","0","52","2","0","1","2319","0"
"L184412","InstanceCrashedAction.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/InstanceCrashedAction.java","L184407","4","0","39","4","0","3","1296","0"
"L184413","MessageDeliveryAction.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/MessageDeliveryAction.java","L184407","12","0","92","4","0","2","412","0"
"L184414","ProofDatabase.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/ProofDatabase.java","L184407","3","0","86","4","0","3","1296","0"
"L184415","Prover.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/Prover.java","L184407","5","0","99","12","1","6","412","0"
"L184416","ProverTimeouts.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/ProverTimeouts.java","L184407","13","0","152","2","0","1","2319","0"
"L184417","TestProver.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/TestProver.java","L184407","1","0","70","8","1","5","412","0"
"L184418","TestProverTimeouts.java","enterprise/ha/src/test/java/org/neo4j/ha/correctness/TestProverTimeouts.java","L184407","1","0","22","2","0","1","2319","0"
"L184922","EideticRequestMonitor.java","enterprise/ha/src/test/java/org/neo4j/ha/monitoring/EideticRequestMonitor.java","L184921","1","0","29","15","0","7","199","0"
"L185370","LegacyDatabase.java","enterprise/ha/src/test/java/org/neo4j/ha/upgrade/LegacyDatabase.java","L185369","1","0","16","5","0","2","5350","0"
"L185371","LegacyDatabaseImpl.java","enterprise/ha/src/test/java/org/neo4j/ha/upgrade/LegacyDatabaseImpl.java","L185369","30","0","296","19","1","6","815","0"
"L185372","MasterClientTest.java","enterprise/ha/src/test/java/org/neo4j/ha/upgrade/MasterClientTest.java","L185369","2","0","217","37","0","10","2319","0"
"L185373","RollingUpgradeIT.java","enterprise/ha/src/test/java/org/neo4j/ha/upgrade/RollingUpgradeIT.java","L185369","48","0","431","54","0","10","199","0"
"L185374","Utils.java","enterprise/ha/src/test/java/org/neo4j/ha/upgrade/Utils.java","L185369","11","0","128","6","0","5","815","0"
"L104836","HighPerformanceCacheProviderTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/impl/cache/HighPerformanceCacheProviderTest.java","L104835","1","0","23","6","0","3","5350","0"
"L104837","HighPerformanceCacheSettingsTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/impl/cache/HighPerformanceCacheSettingsTest.java","L104835","2","0","69","6","0","3","5350","0"
"L104838","TestCacheObjectReuse.java","enterprise/ha/src/test/java/org/neo4j/kernel/impl/cache/TestCacheObjectReuse.java","L104835","1","0","57","13","0","8","5350","0"
"L104839","TestEnterpriseCacheType.java","enterprise/ha/src/test/java/org/neo4j/kernel/impl/cache/TestEnterpriseCacheType.java","L104835","2","0","47","13","0","9","5350","0"
"L104840","TestHighPerformanceCache.java","enterprise/ha/src/test/java/org/neo4j/kernel/impl/cache/TestHighPerformanceCache.java","L104835","1","0","178","8","0","5","5350","0"
"L104841","TestHighPerformanceCacheRemoveSizeDiverge.java","enterprise/ha/src/test/java/org/neo4j/kernel/impl/cache/TestHighPerformanceCacheRemoveSizeDiverge.java","L104835","4","0","151","10","0","8","5350","0"
"L104842","TestSizeOf.java","enterprise/ha/src/test/java/org/neo4j/kernel/impl/cache/TestSizeOf.java","L104835","14","0","426","31","0","11","5350","0"
"L147926","HANewSnapshotFunctionTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/HANewSnapshotFunctionTest.java","L147925","7","0","119","10","0","6","815","0"
"L147927","HighAvailabilityMemberStateMachineTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/HighAvailabilityMemberStateMachineTest.java","L147925","1","0","374","40","0","10","533","0"
"L147928","HighAvailabilityMemberStateTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/HighAvailabilityMemberStateTest.java","L147925","11","0","216","15","0","4","199","0"
"L147929","HighAvailabilityModeSwitcherTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/HighAvailabilityModeSwitcherTest.java","L147925","3","0","398","77","0","11","1296","0"
"L147930","SwitchToSlaveTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/SwitchToSlaveTest.java","L147925","3","0","142","14","0","7","2319","0"
"L151510","HaIdGeneratorFactoryTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/id/HaIdGeneratorFactoryTest.java","L151509","6","0","127","17","0","9","815","0"
"L151753","SlaveLocksClientTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/lock/SlaveLocksClientTest.java","L151752","1","0","138","16","0","7","199","0"
"L87140","LabelScanStoreHaIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/api/impl/index/LabelScanStoreHaIT.java","L87139","5","0","145","11","0","8","199","0"
"L148674","ClusterMemberMatcher.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/member/ClusterMemberMatcher.java","L148673","26","0","154","17","0","7","815","0"
"L148675","ClusterMembersTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/member/ClusterMembersTest.java","L148673","10","0","342","41","1","10","412","0"
"L148676","ClusterMemberVersionCheckTest.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/member/ClusterMemberVersionCheckTest.java","L148673","2","0","272","9","0","3","199","0"
"L148677","HighAvailabilitySlavesIT.java","enterprise/ha/src/test/java/org/neo4j/kernel/ha/cluster/member/HighAvailabilitySlavesIT.java","L148673","4","0","69","11","0","8","815","0"
