@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L148674","26","0","154","17","0","7","815","false"
"L148675","10","0","342","41","1","10","412","false"
"L148676","2","0","272","9","0","3","199","false"
"L148677","4","0","69","11","0","8","815","false"
"L148678","6","0","179","25","0","8","815","false"
"L149878","5","0","236","28","0","8","412","false"
"L149879","2","0","76","2","0","2","101","false"
"L150499","1","0","51","13","0","5","412","false"
"L151762","1","0","12","2","0","2","665","false"
"L151763","1","0","28","6","0","5","5350","false"
"L151764","1","0","29","2","0","2","665","false"
"L72118","1","0","31","25","0","10","665","false"
"L147619","1","0","25","6","0","4","199","false"
"L147620","5","0","50","40","0","11","412","false"
"L147621","1","0","16","7","0","5","5350","false"
"L147622","6","0","49","2","0","2","665","false"
"L147623","14","0","112","9","0","4","5350","false"
"L147624","1","0","36","18","0","6","5350","false"
"L147625","4","0","95","21","0","10","412","false"
"L147626","1","0","11","7","0","4","1296","false"
"L147627","8","0","87","25","0","10","5350","false"
"L147628","4","0","264","19","0","7","5350","false"
"L147629","1","0","57","56","0","12","3997","false"
"L147630","2","0","91","40","1","11","815","false"
"L147631","1","0","37","4","0","3","412","false"
"L147632","1","0","6","4","0","4","2319","false"
"L147633","19","0","617","389","2","23","2319","false"
"L147634","1","0","40","10","0","7","412","false"
"L147635","1","0","17","2","0","2","505","false"
"L147636","6","0","295","28","0","9","412","false"
"L147637","1","0","31","8","0","5","412","false"
"L147638","1","0","19","1","0","1","1296","false"
"L147639","1","0","32","22","1","6","5350","false"
"L147640","1","0","40","12","0","6","412","false"
"L147641","1","0","41","18","0","7","412","false"
"L147642","1","0","17","8","0","6","67","false"
"L147643","1","0","17","8","0","5","67","false"
"L147644","1","0","17","21","0","9","67","false"
"L147645","2","0","39","25","1","9","5350","false"
"L147646","1","0","20","1","0","1","1296","false"
"L147647","1","0","20","1","0","1","1296","false"
"L147648","4","0","43","4","0","2","412","false"
"L147649","17","0","222","53","0","9","505","false"
"L147650","6","0","65","9","0","4","2319","false"
"L147651","2","0","65","8","0","6","2319","false"
"L104829","48","0","410","23","0","9","5350","false"
"L104830","2","0","43","13","0","7","5350","false"
"L104831","1","0","46","10","0","5","5350","false"
"L104832","1","0","50","6","0","3","5350","false"
"L104833","13","0","119","10","0","6","5350","false"
"L147710","12","0","165","103","1","19","505","false"
"L147910","6","0","96","9","0","3","1296","false"
"L147911","8","0","82","4","0","4","2319","false"
"L147912","3","0","38","22","0","8","665","false"
"L147913","1","0","159","79","1","13","5350","false"
"L147914","9","0","59","9","0","6","815","false"
"L147915","1","0","6","4","0","3","1296","false"
"L147916","1","0","41","4","0","3","1296","false"
"L147917","1","0","12","14","0","5","1296","false"
"L147918","1","0","27","3","0","3","505","false"
"L147919","20","0","257","39","0","11","2319","false"
"L147920","19","0","253","79","0","11","533","false"
"L147921","28","0","351","276","0","18","505","false"
"L147922","1","0","45","10","0","4","1296","false"
"L147923","2","0","147","45","0","9","2319","false"
"L147924","25","0","449","144","1","13","2319","false"
"L149860","1","0","48","25","0","7","2319","false"
"L151507","13","0","356","42","0","12","665","false"
"L151508","1","0","31","3","0","3","5350","false"
"L151744","1","0","25","11","0","5","5350","false"
"L151745","2","0","221","8","0","6","5350","false"
"L151746","2","0","89","5","0","5","2319","false"
"L151747","1","0","51","32","0","7","67","false"
"L151748","1","0","29","3","0","3","5350","false"
"L151749","1","0","18","3","0","3","5350","false"
"L151750","1","0","38","35","0","8","67","false"
"L151751","31","0","287","29","0","9","533","false"
"L152499","6","0","94","18","0","7","665","false"
"L152500","2","0","33","10","0","6","815","false"
"L152501","5","0","108","9","0","5","2319","false"
"L152502","2","0","73","12","0","7","665","false"
"L152929","3","0","30","17","0","7","1296","false"
"L152997","1","0","10","3","0","2","1296","false"
"L152998","1","0","9","3","0","2","1296","false"
"L152999","2","0","23","3","0","2","1296","false"
"L153000","1","0","10","3","0","2","1296","false"
"L153001","1","0","10","3","0","2","1296","false"
"L153043","1","0","5","1","0","1","1296","false"
"L153044","1","0","6","1","0","1","1296","false"
"L153045","1","0","5","1","0","1","1296","false"
"L153060","11","0","147","14","0","5","2319","false"
"L153061","34","0","365","27","0","8","412","false"
"L153062","1","0","26","18","0","8","2319","false"
"L153063","26","0","309","11","0","4","412","false"
"L153064","1","0","6","5","0","5","101","false"
"L148669","9","0","137","23","0","7","815","false"
"L148670","11","0","177","45","1","12","412","false"
"L148671","13","0","113","5","0","3","815","false"
"L148672","3","0","99","21","0","7","412","false"
"L149863","1","0","34","16","0","6","412","false"
"L149864","1","0","24","6","0","2","5350","false"
"L149865","1","0","18","12","0","3","199","false"
"L149866","1","0","4","2","0","2","1404","false"
"L149867","1","0","27","29","0","9","199","false"
"L149868","16","0","328","120","0","15","2319","false"
"L149869","5","0","72","42","0","12","5350","false"
"L149870","1","0","7","4","0","3","1296","false"
"L149871","1","0","98","21","0","8","412","false"
"L149872","1","0","8","4","0","3","1296","false"
"L149873","4","0","86","7","0","6","101","false"
"L149874","1","0","5","3","0","3","5350","false"
"L149875","1","0","5","3","0","3","5350","false"
"L150492","1","0","5","5","0","2","199","false"
"L150493","6","0","97","42","0","9","1636","false"
"L150494","1","0","9","11","0","5","815","false"
"L150495","5","0","132","40","0","9","412","false"
"L150496","2","0","32","12","0","4","1296","false"
"L150497","1","0","33","29","0","11","412","false"
"L151756","1","0","37","2","0","2","665","false"
"L151757","76","0","595","32","0","7","5350","false"
"L151758","8","0","105","11","0","2","665","false"
"L151759","1","0","17","2","0","2","665","false"
"L151760","49","0","260","11","0","4","5350","false"
"L113920","10","0","133","17","1","8","815","false"
"L113928","4","0","116","13","1","7","5350","false"
"L113929","1","0","106","3","0","3","412","false"
"L170269","5","0","120","65","0","17","412","false"
"L170270","1","0","13","20","0","9","412","false"
"L170271","1","0","51","74","0","16","412","false"
"L170272","1","0","65","58","0","15","412","false"
"L170273","20","0","356","140","0","18","2319","false"
"L170274","31","0","342","120","1","21","665","false"
"L170275","1","0","12","14","0","5","665","false"
"L170276","2","0","124","81","0","14","665","false"
"L170277","1","0","37","24","0","8","2319","false"
"L170278","13","0","198","78","0","14","2319","false"
"L170279","1","0","17","31","0","9","3997","false"
"L170280","13","0","212","91","1","17","665","false"
"L170281","8","0","86","14","0","6","412","false"
"L170282","1","0","9","19","0","8","1296","false"
"L170288","5","0","109","27","0","14","815","false"
"L170289","1","0","81","8","0","4","412","false"
"L170290","14","0","520","116","0","14","2319","false"
"L170291","14","0","245","12","0","7","2319","false"
"L170292","12","0","188","5","0","3","665","false"
"L170293","6","0","238","56","0","16","5350","false"
"L170294","4","0","188","20","0","7","665","false"
"L170295","1","0","25","16","0","13","199","false"
"L170296","1","0","24","12","0","4","199","false"
"L170297","3","0","116","21","0","12","815","false"
"L170298","10","0","199","3","0","2","5350","false"
"L170299","1","0","6","7","0","5","310","false"
"L170300","5","0","63","16","0","10","828","false"
"L170301","15","0","524","93","0","17","665","false"
"L170302","3","0","71","13","0","9","199","false"
"L170303","2","0","22","10","0","8","533","false"
"L171776","1","0","6","2","0","2","310","false"
"L171777","1","0","9","8","0","4","505","false"
"L171778","2","0","84","45","0","10","3997","false"
"L171779","3","0","66","7","0","6","412","false"
"L171780","3","0","49","3","0","3","310","false"
"L171781","7","0","70","15","1","5","1296","false"
"L171782","2","0","208","75","1","13","412","false"
"L171783","2","0","163","58","1","14","505","false"
"L171784","4","0","97","26","0","12","412","false"
"L171785","1","0","18","12","0","7","5350","false"
"L171786","15","0","215","23","1","7","412","false"
"L171810","4","0","482","103","1","16","412","false"
"L171811","18","0","204","64","0","14","2319","false"
"L171812","21","0","185","10","0","5","505","false"
"L171813","6","0","60","2","0","2","310","false"
"L172366","1","0","7","1","0","1","1296","false"
"L172367","1","0","20","4","0","4","828","false"
"L172368","14","0","282","25","1","11","505","false"
"L172369","26","0","368","48","1","12","505","false"
"L173021","2","0","98","4","0","3","412","false"
"L173057","1","0","8","6","0","4","815","false"
"L173058","1","0","6","2","0","2","1296","false"
"L173059","1","0","36","11","0","7","2319","false"
"L173741","1","0","17","13","0","4","5350","false"
"L173742","1","0","8","8","0","3","412","false"
"L173743","1","0","8","7","0","3","5350","false"
"L178569","1","0","9","6","0","4","2319","false"
"L178570","4","0","77","10","0","4","412","false"
"L178571","1","0","16","19","0","8","2319","false"
"L178572","25","0","230","34","0","11","2319","false"
"L178573","3","0","25","2","0","2","310","false"
"L178574","8","0","73","4","0","2","1296","false"
"L178575","8","0","73","2","0","2","310","false"
"L178576","1","0","5","2","0","2","310","false"
"L178577","8","0","56","24","0","8","505","false"
"L178911","1","0","28","2","0","2","310","false"
"L178912","8","0","91","4","0","3","412","false"
"L178913","2","0","53","2","0","2","310","false"
"L178914","10","0","126","4","0","3","2319","false"
"L178915","1","0","9","2","0","2","310","false"
"L179057","1","0","8","2","0","1","2319","false"
"L172385","24","0","157","32","0","8","2319","false"
"L172386","1","0","5","2","0","1","1296","false"
"L172387","1","0","5","4","0","3","2472","false"
"L172388","1","0","6","2","0","1","1296","false"
"L172389","1","0","5","4","0","4","828","false"
"L172390","1","0","5","2","0","2","310","false"
"L173100","9","0","118","14","0","7","815","false"
"L173101","4","0","61","10","0","6","5350","false"
"L173102","3","0","99","27","0","13","505","false"
"L173103","12","0","354","53","1","16","412","false"
"L173746","1","0","7","2","0","2","310","false"
"L173747","1","0","5","2","0","2","310","false"
"L173748","1","0","34","16","0","8","505","false"
"L173749","5","0","37","9","0","3","5350","false"
"L173750","4","0","46","10","0","5","5350","false"
"L173751","1","0","8","5","0","4","3997","false"
"L173752","1","0","8","4","0","3","5350","false"
"L173753","1","0","24","4","0","3","5350","false"
"L173754","1","0","42","6","0","3","505","false"
"L173755","1","0","19","7","0","4","5350","false"
"L176351","1","0","11","5","0","4","505","false"
"L176352","17","0","235","28","0","8","412","false"
"L176353","1","0","53","60","0","12","5350","false"
"L176354","1","0","16","8","0","4","5350","false"
"L176355","1","0","40","12","1","6","665","false"
"L176356","60","0","399","25","0","8","199","false"
"L176357","51","0","418","71","0","10","505","false"
"L177300","1","0","23","17","1","9","412","false"
"L177301","1","0","8","8","0","5","2472","false"
"L177302","1","0","64","52","0","9","412","false"
"L177303","1","0","4","3","0","3","310","false"
"L177304","1","0","5","5","0","4","2472","false"
"L177305","1","0","63","18","0","7","665","false"
"L177306","5","0","28","9","0","5","5350","false"
"L177307","40","0","286","93","0","10","505","false"
"L177308","1","0","26","10","0","6","412","false"
"L177309","3","0","41","4","0","4","505","false"
"L177310","1","0","10","4","0","4","505","false"
"L177311","1","0","16","4","0","4","310","false"
"L177312","1","0","18","8","0","5","2319","false"
"L177656","1","0","6","2","0","2","310","false"
"L177657","1","0","26","32","0","8","412","false"
"L177658","8","0","50","27","1","8","665","false"
"L177659","1","0","19","5","0","2","1296","false"
"L177660","2","0","26","5","0","4","412","false"
"L177661","1","0","18","4","0","3","1296","false"
"L177662","13","0","95","12","0","5","2319","false"
"L177663","5","0","42","14","0","4","1296","false"
"L177664","26","0","194","57","0","12","505","false"
"L177879","1","0","34","2","0","2","310","false"
"L177880","11","0","152","5","0","3","1296","false"
"L177881","1","0","4","2","0","2","310","false"
"L177882","1","0","11","2","0","2","310","false"
"L177883","17","0","127","4","0","2","1296","false"
"L177884","1","0","4","2","0","2","310","false"
"L178366","1","0","6","2","0","2","310","false"
"L178367","1","0","30","6","0","5","5350","false"
"L178368","4","0","80","10","0","7","199","false"
"L178369","1","0","11","2","0","2","310","false"
"L178370","15","0","131","30","0","9","199","false"
"L173834","1","0","10","16","0","6","412","false"
"L173835","1","0","22","2","0","2","310","false"
"L173836","1","0","9","4","0","4","5350","false"
"L173837","12","0","107","9","0","5","505","false"
"L173838","7","0","97","9","0","4","412","false"
"L173839","1","0","14","13","0","6","412","false"
"L173840","1","0","9","2","0","2","310","false"
"L173841","18","0","177","32","0","9","412","false"
"L173842","4","0","58","22","0","7","412","false"
"L173843","8","0","86","13","0","5","505","false"
"L173844","5","0","58","2","0","2","310","false"
"L173845","1","0","23","21","0","6","412","false"
"L173846","8","0","98","17","0","5","505","false"
"L173847","27","0","220","61","0","14","505","false"
"L173848","1","0","39","2","0","2","310","false"
"L173849","9","0","148","18","0","6","505","false"
"L173850","11","0","97","9","0","4","5350","false"
"L173851","1","0","25","13","0","7","412","false"
"L173852","12","0","144","9","0","5","505","false"
"L173853","53","0","375","57","0","7","505","false"
"L173854","6","0","60","10","0","5","5350","false"
"L173855","1","0","6","9","0","3","1296","false"
"L178155","4","0","37","2","0","2","310","false"
"L178156","10","0","82","2","0","2","310","false"
"L178157","1","0","14","2","0","2","310","false"
"L178158","1","0","36","2","0","2","310","false"
"L178227","5","0","55","2","0","2","310","false"
"L178228","5","0","51","2","0","2","310","false"
"L178229","4","0","46","2","0","2","310","false"
"L174205","1","0","100","19","0","5","412","false"
